Canonical Pathways	GFP1	GFP25	GFP26	GFP27	GFP28	GFP29	GFP3
Neuregulin Signaling	0.575048149917405	0.9333490898545485	0.2755930635186944	0.46090082234478286	1.010433600988044	0.6677744645869496	0.4733081621618276
Dopamine Degradation	0.9953077619440636	0.3263182640974234	0.5737112876907371	0.20558057712965092	0.1508037535865685	0.8761706111158819	1.245247216631688
Role of NFAT in Cardiac Hypertrophy	0.16167908907046594	0.8550899719252548	0.14381754394934895	0.8819296407410011	0.37330395337627026	0.572002568055385	1.3790227555755181
IL-15 Production	0.4740805106044328	0.6253010806398481	0.3821024839044966	0.4015753121794653	1.0995330334115636	0.33117021999267393	1.0115336816719545
Caveolar-mediated Endocytosis Signaling	0.5404141803804351	0.6977564216838744	0.21784536665345317	1.080140270790265	1.0764148247264114	0.49177202727948705	0.16202625778252802
GNRH Signaling	0.21427163282167355	0.36845290536130537	0.10887573877293925	0.7914411815124179	0.3797533943757626	1.1766767646594036	1.2136811831183856
Th2 Pathway	1.8885303564377625	0.9181218638002435	-0.0	-0.0	-0.0	1.0084539311938974	0.40701714904739017
Protein Kinase A Signaling	0.7304351491958878	0.34962391902069195	0.3411355534984613	1.0590846137085155	0.44738953491785893	0.7740454359471581	0.5179015839566729
ILK Signaling	0.40037324618980547	0.616151576712567	0.19192768870740928	1.080140270790265	0.44738953491785893	0.7348439003199511	0.7302334177798154
Glutamate Receptor Signaling	0.575048149917405	0.3047622545164633	0.3220638016773763	0.905729314290895	0.2203629441573665	1.4351161488429847	0.40701714904739017
Osteoarthritis Pathway	0.1699453536346833	1.3838713355786112	0.1683649286849835	0.5163241005413576	0.44738953491785893	1.0084539311938974	0.4569130455907126
TGF-β Signaling	0.10825118750860874	0.6522728202411581	0.09130330771781263	0.18764016175542594	0.21823102957975776	-0.0	2.8894976933928986
HOTAIR Regulatory Pathway	0.6775977110432947	0.31765088871524905	-0.0	1.6088370861104524	0.19376463043038325	0.9691661889517303	0.361096739144593
Endocannabinoid Developing Neuron Pathway	-0.0	0.2786635458624668	-0.0	1.080140270790265	0.6034413841540878	1.1996963943115428	0.9395537697246468
Endocannabinoid Neuronal Synapse Pathway	-0.0	0.2325105082085816	0.11719833500669381	1.3146459973716655	0.3682090961699978	0.7428881612305102	1.3253755750878546
iCOS-iCOSL Signaling in T Helper Cells	1.8885303564377625	0.6997997620155699	-0.0	-0.0	-0.0	0.8774940951808962	0.6336891677952521
Gap Junction Signaling	0.2915815776507699	0.580163096373023	0.18054011361847452	0.6150782322597076	0.3797533943757626	1.083328462127224	0.9395537697246468
Virus Entry via Endocytic Pathways	0.32196747031509065	1.3757264176514494	0.09130330771781263	0.6609321220986525	0.7396414049465917	0.572002568055385	0.28633577397848564
Putrescine Degradation III	0.9953077619440636	0.4143027483140485	0.604879957106136	0.32872480632758794	-0.0	0.7789998068707588	0.886668156299144
ErbB2-ErbB3 Signaling	0.3158136212122992	0.2564262726706119	0.05437217130868272	0.5744211847237474	0.7405213959737905	1.2677448960324011	0.6852135337190055
Xenobiotic Metabolism Signaling	0.32196747031509065	0.35120705487624493	0.3223985968624932	0.5163241005413576	-0.0	1.0084539311938974	1.3420783433166148
Cell Cycle: G1/S Checkpoint Regulation	0.21986965397482539	0.56986971404512	0.39276364405330316	0.9554761451712148	0.24643220649637143	0.572002568055385	0.8606711440219666
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	0.23557042205366358	0.8231874926632481	0.0972030942749508	0.30985083692876	0.26897104314344905	1.0625234965250605	1.002409574757936
ERK5 Signaling	0.11965728621395748	0.6977564216838744	0.23552749039847318	0.4904566120462811	0.06328293734715294	1.1766767646594036	1.002409574757936
Melatonin Signaling	0.11965728621395748	0.36715617940907924	0.23552749039847318	0.4904566120462811	0.1508037535865685	0.9406995880103718	1.4807809252423585
Gα12/13 Signaling	0.5404141803804351	0.7016942940001808	-0.0	0.5883338796932677	0.44738953491785893	0.7278459133299802	0.738311522604739
Th1 Pathway	1.3335880115531136	1.1814096840807657	0.10887573877293925	-0.0	-0.0	0.809176342321223	0.30293333253139504
NRF2-mediated Oxidative Stress Response	0.32196747031509065	0.3089949280932777	1.227587003861073	0.7005580229008361	0.1801154103574295	0.3463092239186224	0.6060712097182938
Glioma Signaling	0.41212523044459426	0.7016942940001808	0.21784536665345317	0.2269895907445168	0.21823102957975776	0.8837974179272239	1.002409574757936
Wnt/Ca+ pathway	-0.0	0.27568265938026865	-0.0	1.0339016138875248	0.19719220562941214	1.3305941713424225	0.7302334177798154
IL-8 Signaling	0.23557042205366358	0.466582077764544	0.08046492964241861	0.9836599885832499	0.7076096195492454	0.664005188501353	0.4163251355891812
PKCθ Signaling in T Lymphocytes	0.7296005813417448	0.6977564216838744	-0.0	0.32872480632758794	-0.0	0.843716256757706	0.9403613909223705
Heparan Sulfate Biosynthesis	0.17379094465760064	0.20896127410745857	0.5149206227337333	0.46090082234478286	0.1884047130866797	0.8658086826363782	1.1224900359926173
Superpathway of Citrulline Metabolism	0.5053988786466758	1.3186048739938494	0.18644580021924909	0.14849122360477224	0.37330395337627026	0.2533525475887698	0.7469993992259637
Anandamide Degradation	1.8885303564377625	0.0	0.0	0.46090082234478286	0.0	1.1797017019163893	0.0
PTEN Signaling	0.32085797757911905	0.6051226891259147	0.09435293753737307	1.080140270790265	0.37330395337627026	0.21558017181333866	0.7874393389613407
eNOS Signaling	0.40037324618980547	0.554867571317259	0.18054011361847452	0.7681052729823545	0.23064064419585312	0.9691661889517303	0.361096739144593
Nitric Oxide Signaling in the Cardiovascular System	0.7304351491958878	0.495985193448735	0.3223985968624932	0.2988519885518121	-0.0	1.0084539311938974	0.6005621938686351
Synaptic Long Term Depression	0.2658383679378556	0.22647446992736373	-0.0	0.7005580229008361	0.37330395337627026	0.8761706111158819	1.0115336816719545
Amyotrophic Lateral Sclerosis Signaling	0.23557042205366358	0.8231874926632481	0.18644580021924909	0.5754665225989112	0.3180570987923823	0.8538537990094911	0.4598291399510052
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.5053988786466758	0.376628514357669	-0.0	0.41193215067473826	0.44738953491785893	0.9977826251504751	0.7105446785655566
Corticotropin Releasing Hormone Signaling	0.8037750120757275	0.18860766344371938	0.10887573877293925	0.6112669494187501	0.0674408049711428	0.7622451749027318	0.9009738767031719
ErbB Signaling	0.32196747031509065	0.376628514357669	0.0972030942749508	0.3299394591311029	0.5822221843917027	0.8774940951808962	0.8466726414860237
SAPK/JNK Signaling	0.1476877115956983	0.616151576712567	-0.0	0.5163241005413576	0.19719220562941214	0.809176342321223	1.131092980114738
Th1 and Th2 Activation Pathway	1.3335880115531136	0.8550899719252548	-0.0	-0.0	-0.0	0.72403159007759	0.5001852984386019
Sphingosine-1-phosphate Signaling	0.16985331478445162	0.8231874926632481	-0.0	0.878694869249145	0.36196912543021026	0.843716256757706	0.3337881793138097
Noradrenaline and Adrenaline Degradation	0.5404141803804351	0.4961495595072887	0.1683649286849835	0.3610528896727612	0.21086783761930902	0.787595520490782	0.7874393389613407
Basal Cell Carcinoma Signaling	0.5404141803804351	0.228291890566104	0.06972766574148972	0.7005580229008361	0.21156702102411118	1.1766767646594036	0.4079057356299149
Iron homeostasis signaling pathway	0.46066359839696225	0.30150117009362454	0.5149206227337333	0.5163241005413576	0.7569972256053288	0.3692773385553372	0.4020185809731851
Ephrin A Signaling	0.32196747031509065	0.7849074614721937	-0.0	1.080140270790265	0.3546169270570775	0.3667204902262864	0.3546008944944853
cAMP-mediated signaling	0.3110733747702886	-0.0	0.5149206227337333	0.917708427217454	0.19719220562941214	0.6203082215650468	0.6708206083305909
Adipogenesis pathway	0.23557042205366358	0.5609344640977515	0.26614666779204205	0.5488805579435401	0.44959621364790314	0.28109274444511895	0.8606711440219666
Ephrin B Signaling	0.11965728621395748	0.533116475859801	0.10887573877293925	0.7005580229008361	1.0995330334115636	0.33850221299836636	0.28838889247909094
Cholecystokinin/Gastrin-mediated Signaling	0.2747747581140457	0.8148112973585133	0.18054011361847452	0.18510237023601553	0.34552085925401477	0.3373711485313257	1.0463287375854233
Opioid Signaling Pathway	0.21331928755664045	0.228291890566104	0.21357360942682205	0.46090082234478286	0.16692034359253577	0.8774940951808962	1.0115336816719545
PDGF Signaling	0.36739677603121	0.580163096373023	-0.0	0.13376874685653364	0.1508037535865685	0.9737780392260421	0.9656174843150505
G-Protein Coupled Receptor Signaling	0.23557042205366358	0.23264219183949417	0.24965243835399434	0.8350624216585538	0.09934283091194233	1.109737476025469	0.4020185809731851
HIF1α Signaling	0.11807288956921891	0.2883747459121013	0.5853484511030556	0.46090082234478286	0.2027747851423358	0.704855964938383	0.7845660424774475
Adenosine Nucleotides Degradation II	0.10570246558351971	0.2356162669091919	0.604879957106136	0.7546226748858329	0.00643839974397156	0.2533525475887698	1.1725535315079252
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	0.23734713353971099	0.5299778930329896	0.39276364405330316	0.7687835044197817	0.44738953491785893	0.4910699555656492	0.26443679334646614
Thyroid Cancer Signaling	0.21412504168776503	0.9181218638002435	0.18644580021924909	0.539300113524626	0.44738953491785893	0.33117021999267393	0.48177169804479736
Netrin Signaling	0.23557042205366358	0.400206637260731	-0.0	0.7624857752310313	0.2698306904142037	0.2526310642306743	1.1601733807043484
Actin Cytoskeleton Signaling	0.23557042205366358	0.7016942940001808	-0.0	1.080140270790265	0.43900166368946786	0.33117021999267393	0.2723539092998341
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0.0	0.400206637260731	0.08827301254668879	0.9331985717474969	0.44738953491785893	0.7200782087962452	0.465525839436947
CXCR4 Signaling	0.17979852805728677	0.7382031627328348	-0.0	0.46580869200749014	0.44738953491785893	0.8774940951808962	0.3337881793138097
FGF Signaling	0.28189502682738066	0.2999865780325595	0.06825604506330674	0.707936745075306	0.07083696799609068	0.809176342321223	0.7952204458338187
Thrombin Signaling	0.22116349197634147	0.5475819334527422	-0.0	0.26891098356169657	0.7396414049465917	1.0084539311938974	0.24223297926734125
Salvage Pathways of Pyrimidine Deoxyribonucleotides	0.0	0.7052397950789584	0.18644580021924909	0.6609321220986525	0.34552085925401477	0.8264041181021037	0.28441186742848906
Cardiac Hypertrophy Signaling	-0.0	0.5158148742230186	-0.0	0.4904566120462811	0.23064064419585312	0.814407939192467	0.9509812511654007
Calcium-induced T Lymphocyte Apoptosis	1.2329520274622954	0.580163096373023	0.13221198264635348	0.11887235064013418	-0.0	0.5852349469448096	0.3337881793138097
Tumoricidal Function of Hepatic Natural Killer Cells	0.3005859165886633	0.9181218638002435	0.09130330771781263	0.5070657571103374	0.2027747851423358	0.16833695807087767	0.7874393389613407
Semaphorin Signaling in Neurons	0.17379094465760064	0.6253010806398481	-0.0	0.8448885164262063	0.44738953491785893	0.8774940951808962	-0.0
Macropinocytosis Signaling	0.23734713353971099	0.6522728202411581	0.09130330771781263	-0.0	0.27791198994964667	1.3305941713424225	0.373512140186827
Oxidative Ethanol Degradation III	0.6775977110432947	0.2095893941010555	0.277582076142138	0.3610528896727612	-0.0	0.4609629573581842	0.9656174843150505
Aldosterone Signaling in Epithelial Cells	-0.0	0.8231874926632481	0.29183475893018734	0.5070657571103374	0.19719220562941214	0.8197261601160329	0.2944529655234257
Factors Promoting Cardiogenesis in Vertebrates	0.32196747031509065	0.38012096118201405	0.07454774711509315	0.20558057712965092	0.359876967451371	1.079769197191341	0.503779743527154
GDNF Family Ligand-Receptor Interactions	0.17979852805728677	0.5019688494201353	-0.0	0.1801927367874908	0.19719220562941214	0.46698848735478476	1.3957295706454562
PI3K Signaling in B Lymphocytes	0.32196747031509065	0.29951795881404814	0.06972766574148972	0.11677019900596562	0.09934283091194233	0.664005188501353	1.3458535735801513
Tryptophan Degradation X (Mammalian, via Tryptamine)	0.5101883575764026	0.376628514357669	0.3220638016773763	0.26891098356169657	-0.0	0.6806138156661704	0.7514042140880445
Neurotrophin/TRK Signaling	0.23734713353971099	0.5019688494201353	0.09130330771781263	0.32872480632758794	0.11890649029400069	0.6834076385370583	0.9395537697246468
Integrin Signaling	0.21327286567375203	0.7191091329936418	-0.0	0.5070657571103374	0.44738953491785893	0.7229519550771716	0.28633577397848564
Pancreatic Adenocarcinoma Signaling	0.1931433131058695	0.7016942940001808	0.18054011361847452	0.4904566120462811	0.09934283091194233	0.3985668961277925	0.8276424830388764
BAG2 Signaling Pathway	-0.0	0.616151576712567	0.18054011361847452	0.6911639582880303	0.3797533943757626	0.40449752775080955	0.6075449852723226
Myc Mediated Apoptosis Signaling	-0.0	0.400206637260731	0.05437217130868272	0.4062539060415509	-0.0	0.5994434896483201	1.3957295706454562
Mouse Embryonic Stem Cell Pluripotency	-0.0	0.7696839966841884	0.07701893024753921	0.4015753121794653	0.44738953491785893	0.6062830356638873	0.5494960637518187
Glycoaminoglycan-protein Linkage Region Biosynthesis	0.1931433131058695	0.36845290536130537	0.5279907876407846	0.7005580229008361	0.37330395337627026	0.3891011715825482	0.29832065600018115
Relaxin Signaling	0.33755767253674	0.24721911938320212	0.20585400741687138	0.7023659663816937	0.10936323465261115	0.5631860844755034	0.6852135337190055
p38 MAPK Signaling	0.10551813075069427	0.6455071004112484	0.11719833500669381	0.7005580229008361	0.06328293734715294	0.664005188501353	0.5494960637518187
HGF Signaling	0.23734713353971099	0.5622188551750824	-0.0	0.1275701892066276	0.21156702102411118	1.0625234965250605	0.6336891677952521
Gαq Signaling	0.21331928755664045	0.6835578282832164	0.12419012294298772	0.41193215067473826	0.19719220562941214	0.9737780392260421	0.21992209572303237
PD-1, PD-L1 cancer immunotherapy pathway	1.3335880115531136	0.7216236991389858	0.18644580021924909	-0.0	-0.0	0.2870136450800324	0.29193591408912434
VDR/RXR Activation	0.8315498688857446	0.6268417622820363	0.7398328259787745	0.17159684740949235	0.1884047130866797	-0.0	0.25568223021222963
PCP pathway	0.23734713353971099	0.14980818727277817	0.18644580021924909	0.2988519885518121	0.0511595091826031	0.8774940951808962	1.002409574757936
Ethanol Degradation II	0.5753757888609189	0.3089949280932777	0.10887573877293925	0.4015753121794653	-0.0	0.5402331571545186	0.8606711440219666
Regulation of Actin-based Motility by Rho	0.17979852805728677	0.8431152711337236	-0.0	0.9611023882289133	0.44738953491785893	0.3463092239186224	-0.0
Role of NFAT in Regulation of the Immune Response	0.23684660358652065	0.5609344640977515	-0.0	-0.0	0.06223717391460299	0.9321402686092493	0.9656174843150505
Clathrin-mediated Endocytosis Signaling	0.11807288956921891	0.38655812763221414	0.10887573877293925	0.6609321220986525	0.2698306904142037	0.8493766613628619	0.361096739144593
IL-4 Signaling	0.7304351491958878	0.42071175242534964	-0.0	0.25716748204846285	0.1508037535865685	0.5892417101805776	0.6005621938686351
White Adipose Tissue Browning Pathway	0.23684660358652065	-0.0	0.39276364405330316	0.5942792007878098	0.19719220562941214	0.2066932473781314	1.1133964494723503
G Beta Gamma Signaling	-0.0	-0.0	0.08827301254668879	0.6771885452324712	0.8733484131289757	0.800367649281135	0.29786138767859605
14-3-3-mediated Signaling	-0.0	0.466582077764544	-0.0	0.25400750342394823	0.1508037535865685	0.9047875043138354	0.9476252832855994
BMP signaling pathway	0.21412504168776503	0.295813944431979	-0.0	0.4015753121794653	0.31735784489429936	0.28109274444511895	1.2136811831183856
Phospholipase C Signaling	0.10978727950775327	0.5475819334527422	0.09130330771781263	0.5883338796932677	0.21823102957975776	0.836697785453831	0.3258983461171995
Purine Nucleotides Degradation II (Aerobic)	0.07965753699441525	0.21464970862453248	0.529492353663397	0.668375095720723	-0.0	0.21911051277102517	1.002409574757936
ERK/MAPK Signaling	-0.0	0.29951795881404814	-0.0	0.926327875353218	-0.0	1.4787064615844803	-0.0
Apelin Endothelial Signaling Pathway	0.11117355152619478	0.2786635458624668	-0.0	0.32872480632758794	0.19719220562941214	1.1996963943115428	0.5858224587709141
Small Cell Lung Cancer Signaling	0.11965728621395748	0.5436065099518305	0.339820074547716	0.20988189893703876	-0.0	1.1788686778870985	0.29645070988414834
Thrombopoietin Signaling	0.1587006588374169	0.6051226891259147	0.06350561983420332	0.13327030384129326	0.2895414702839333	1.0625234965250605	0.3537870735676445
Urea Cycle	0.21331928755664045	0.8231874926632481	0.26614666779204205	0.0	0.1508037535865685	0.4196066980119326	0.7874393389613407
Phospholipases	-0.0	-0.0	0.06350561983420332	1.0071377997031465	0.19719220562941214	0.8485726421730734	0.5084511325130437
IL-1 Signaling	-0.0	0.26324088420014913	0.10887573877293925	0.35893582254792944	0.0511595091826031	0.5148018568699899	1.3274908186057865
Dendritic Cell Maturation	0.1890048674391316	1.0700984570794092	-0.0	0.3944640373604153	-0.0	0.6311092722210413	0.3337881793138097
Germ Cell-Sertoli Cell Junction Signaling	-0.0	0.8550899719252548	-0.0	0.46090082234478286	0.24193891075854776	0.4258492346520183	0.6333031858531903
Gustation Pathway	0.22116349197634147	0.4489221172174499	0.10887573877293925	0.9613843774598934	0.1508037535865685	0.21324327426968964	0.5084511325130437
GADD45 Signaling	0.3641263717732004	0.2095893941010555	0.05688885495986506	0.3610528896727612	0.44738953491785893	0.8338181188892857	0.3337881793138097
CD28 Signaling in T Helper Cells	0.612813639061246	0.6253010806398481	-0.0	-0.0	-0.0	0.814407939192467	0.5448957590667098
Cardiac β-adrenergic Signaling	0.32196747031509065	-0.0	0.3411355534984613	0.7766263986154648	0.3682090961699978	-0.0	0.7874393389613407
Phenylalanine Degradation IV (Mammalian, via Side Chain)	0.5392925444555977	0.5609344640977515	0.4460765663817984	0.0	0.0	0.2602697370350536	0.7874393389613407
Superpathway of Cholesterol Biosynthesis	0.13728803442772589	0.34035310508384586	-0.0	0.7005580229008361	0.1508037535865685	0.5998642917892089	0.6534844441450102
ErbB4 Signaling	0.13728803442772589	0.2438640555649065	0.11917987093294452	0.2361768794412022	0.712220747941095	0.8004555059797059	0.3330450212125475
p70S6K Signaling	-0.0	0.3359464353134301	0.09037904379809437	0.14640605205241683	0.44738953491785893	1.0625234965250605	0.4570547213548826
CCR3 Signaling in Eosinophils	0.13728803442772589	0.47489194538904617	-0.0	0.3966031840428209	0.21156702102411118	1.3096559482627896	-0.0
Estrogen-mediated S-phase Entry	0.2747747581140457	0.36845290536130537	0.08827301254668879	0.4904566120462811	0.06328293734715294	0.9737780392260421	0.250742423553164
Glioma Invasiveness Signaling	0.33658005817010256	0.8550899719252548	-0.0	0.3393099915193264	0.20227319544982414	0.4910699555656492	0.28441186742848906
TR/RXR Activation	0.28189502682738066	0.5971520012006246	0.7413882333545494	-0.0	-0.0	0.4196066980119326	0.4545759329225679
Type I Diabetes Mellitus Signaling	0.575048149917405	0.5622188551750824	0.1683649286849835	-0.0	-0.0	-0.0	1.1823427210006932
Triacylglycerol Biosynthesis	0.2747747581140457	0.6253010806398481	0.604879957106136	0.4904566120462811	0.06328293734715294	0.0	0.425147587322474
Non-Small Cell Lung Cancer Signaling	0.11807288956921891	0.6977564216838744	0.21784536665345317	0.34570510618902306	0.2027747851423358	0.49177202727948705	0.4020185809731851
Renal Cell Carcinoma Signaling	0.23557042205366358	0.2047895022819665	0.18054011361847452	-0.0	0.24193891075854776	1.2677448960324011	0.3431819451864561
tRNA Splicing	0.5855334979471736	0.2325105082085816	0.7344821621977365	0.46090082234478286	0.057177310842687075	-0.0	0.4020185809731851
Serotonin Degradation	0.41212523044459426	0.2438640555649065	0.18644580021924909	0.4015753121794653	-0.0	0.572002568055385	0.6546637166644951
Breast Cancer Regulation by Stathmin1	0.14028247403609753	0.2047895022819665	-0.0	0.4015753121794653	0.3123993167875381	1.2096454909866816	0.19755386644494421
Melatonin Degradation II	0.23734713353971099	0.9181218638002435	0.39276364405330316	0.0	0.0	0.4910699555656492	0.4020185809731851
Unfolded protein response	-0.0	0.16931282845941037	0.3223985968624932	0.4904566120462811	0.4519597833569782	0.7204918698507434	0.28441186742848906
Ethanol Degradation IV	0.5404141803804351	0.1791425566151457	0.18644580021924909	0.2988519885518121	-0.0	0.411180084025976	0.8154772024113193
Citrulline-Nitric Oxide Cycle	0.23557042205366358	0.8550899719252548	0.3223985968624932	0.0	0.15766376586236813	0.0	0.8606711440219666
Graft-versus-Host Disease Signaling	0.5281518452279976	0.7696839966841884	-0.0	0.4015753121794653	-0.0	0.20182611989300456	0.5293848021307022
UVA-Induced MAPK Signaling	-0.0	0.3632697360278814	0.055846132005552745	-0.0	0.21156702102411118	1.0084539311938974	0.7874393389613407
