Canonical Pathways	EPO7	EPO8	EPOB9	EPOF21	EPOI2
Gα12/13 Signaling	0.9060490022130324	0.32764481568177284	0.21969091826824536	0.7299217085567802	0.5492429382130063
Ephrin Receptor Signaling	0.47063048989444495	1.5205061793916406	0.1204366467506207	0.18568293936477023	0.39405792479685936
Cardiac Hypertrophy Signaling (Enhanced)	0.2594028181784055	0.23644843636598203	0.1420633467902009	1.7833560130209236	0.2668184370281598
Toll-like Receptor Signaling	0.2463244367507838	0.17644166596916533	0.17263155687303264	1.1081508752239746	0.9224540947574071
RAR Activation	0.15880156312826174	1.0189456773448062	0.21841360561211132	0.8259771387913226	0.39405792479685936
Neuropathic Pain Signaling In Dorsal Horn Neurons	0.6062407879850552	0.5837521748442804	-0.0	1.0839206753974446	0.2974795491487981
B Cell Activating Factor Signaling	0.219128503776631	-0.0	0.48701139916411257	0.6838123422725654	1.1682533161662576
Cellular Effects of Sildenafil (Viagra)	0.3814114589294456	0.42578748500197405	0.11692529696726685	0.8259771387913226	0.8062606872425064
Dermatan Sulfate Biosynthesis (Late Stages)	0.388242737412313	0.4074450933598764	0.2763831507987755	0.583097917290609	0.8930032344079072
Phospholipases	0.36333646748309184	1.0189456773448062	0.2993179312823426	0.46564719350859946	0.3827710661207217
Folate Polyglutamylation	0.219128503776631	0.23644843636598203	0.14803759188376867	1.8316483957444738	0.0
GABA Receptor Signaling	0.30870121456007377	0.588150212403799	0.18217488273684102	0.42016906650833075	0.9224540947574071
April Mediated Signaling	0.2387943860983207	-0.0	0.36844558300947106	0.7404972280581021	1.0523307771224277
Gustation Pathway	0.36333646748309184	0.588150212403799	0.21969091826824536	0.41479688105744644	0.7940076809297847
4-1BB Signaling in T Lymphocytes	0.40973759984965313	0.13403769849078762	0.23434794208913223	0.7404063695981824	0.8395033785325983
Antigen Presentation Pathway	0.6062407879850552	1.4359881796866185	0.1378643738671961	-0.0	0.16356988764178185
Superpathway of Citrulline Metabolism	0.6062407879850552	0.5605665608930397	0.149851907626306	0.6327043048106272	0.39140734306178315
Chondroitin Sulfate Biosynthesis (Late Stages)	0.37294249769849813	0.23644843636598203	0.21716424224635905	0.8907728860377989	0.5922201144615015
Corticotropin Releasing Hormone Signaling	0.20554948029034578	0.33139735223073735	0.21969091826824536	0.6567746290613283	0.8930032344079072
IL-17A Signaling in Fibroblasts	0.19273680681854774	0.1166983566891703	0.21969091826824536	0.844926054413801	0.9253318392955372
Sertoli Cell-Sertoli Cell Junction Signaling	0.21512284377290836	0.28764243643076753	0.4479293819875728	0.8226889275702423	0.5198227008703645
Thrombin Signaling	0.6499125299639619	0.164304427959602	0.19431009953155304	0.754120900671339	0.5198227008703645
Heparan Sulfate Biosynthesis	0.5460921530643867	0.24199531074561031	0.21969091826824536	0.4756666036048222	0.7940076809297847
Type II Diabetes Mellitus Signaling	0.47473496042866203	0.34998852653420626	0.07042996272246234	0.5836660291686786	0.7940076809297847
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	0.1271817906797803	1.072641786995823	0.2763831507987755	-0.0	0.7940076809297847
Cholesterol Biosynthesis III (via Desmosterol)	0.1271817906797803	1.072641786995823	0.2763831507987755	-0.0	0.7940076809297847
Cholesterol Biosynthesis I	0.1271817906797803	1.072641786995823	0.2763831507987755	-0.0	0.7940076809297847
CREB Signaling in Neurons	0.388242737412313	1.0189456773448062	0.07381805989805162	0.5036863797358554	0.28164709367336493
Endoplasmic Reticulum Stress Pathway	1.931885149595638	0.20652297004317519	-0.0	0.12500941285539657	0.0
Androgen Signaling	0.3664192098305595	0.2789385445345814	0.16482528653752787	0.6567746290613283	0.7940076809297847
Putrescine Degradation III	0.6062407879850552	1.06551990067384	0.18217488273684102	0.2623733229658221	0.1200247646953867
TGF-β Signaling	0.219128503776631	0.34507805837655076	0.2763831507987755	0.6003847295987634	0.7940076809297847
Opioid Signaling Pathway	0.1903041923739619	0.882551402856381	0.11692529696726685	0.45569285895138445	0.5492429382130063
Superpathway of Cholesterol Biosynthesis	-0.0	1.072641786995823	0.18965744109485563	-0.0	0.9224540947574071
Glutamate Receptor Signaling	0.30745063768904174	1.0831644476942748	0.3605679528960286	0.30227209404107824	0.12978955219690294
Endothelin-1 Signaling	0.23945260151387435	0.588150212403799	0.18217488273684102	0.766542853581745	0.4038325782917907
iNOS Signaling	0.20554948029034578	-0.0	0.29109689976404746	0.7663757239645176	0.8938937834595984
Xenobiotic Metabolism Signaling	0.36333646748309184	0.588150212403799	0.21841360561211132	0.5644976354500266	0.40775077873881316
Phospholipase C Signaling	0.36333646748309184	0.17688942378743772	0.36844558300947106	0.8259771387913226	0.39867559785319595
Superpathway of Serine and Glycine Biosynthesis I	0.20189058977274554	0.20316882758249286	0.48398725194931486	1.2390791859521826	0.0
Semaphorin Signaling in Neurons	0.28704303102008666	0.588150212403799	0.3276689640545302	-0.0	0.9224540947574071
ErbB Signaling	0.4766927422564152	0.5999964481989811	0.1600346096965535	0.752265094973446	0.13589226458123124
CCR3 Signaling in Eosinophils	0.5460921530643867	0.3650166495726101	0.21841360561211132	0.8226889275702423	0.16356988764178185
Thyroid Cancer Signaling	0.4554013262132796	1.0345613113057697	0.1378643738671961	0.3835685062700492	0.10370924862464412
IL-1 Signaling	0.23945260151387435	0.2628070266895846	0.21841360561211132	0.5458149057212704	0.8395033785325983
Tec Kinase Signaling	0.20189058977274554	0.13972345116903598	0.36844558300947106	0.5502136956669802	0.7940076809297847
Adrenomedullin signaling pathway	0.5460921530643867	0.15037116718544563	0.11096896098490598	0.8907728860377989	0.3546152725867094
Ephrin B Signaling	0.3710091775661353	0.588150212403799	0.23317616228507226	0.46564719350859946	0.39405792479685936
STAT3 Pathway	0.5460921530643867	0.28764243643076753	0.09763500806614238	0.32591804927031937	0.7940076809297847
IL-10 Signaling	0.388242737412313	0.13822134128913485	0.21841360561211132	0.754120900671339	0.5492429382130063
Noradrenaline and Adrenaline Degradation	0.388242737412313	0.588150212403799	0.07494848359947674	0.4756666036048222	0.5185977106729408
fMLP Signaling in Neutrophils	0.388242737412313	0.164304427959602	0.1928718483229965	1.0840474650538	0.2155375360201396
Huntington's Disease Signaling	0.5330275838568117	0.5622909930808623	0.18217488273684102	0.583097917290609	0.16356988764178185
Oxidative Ethanol Degradation III	0.36333646748309184	1.0831644476942748	0.29109689976404746	0.14964253895698537	0.13576386775047747
p38 MAPK Signaling	0.23945260151387435	0.54154675501647	0.3276689640545302	0.7663757239645176	0.14063993530764962
CXCR4 Signaling	0.388242737412313	0.23478218847050297	0.18217488273684102	0.7109345902668073	0.49193979416429495
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	0.219128503776631	0.0	0.6764531127102436	0.9222227082098448	0.17056988960169406
Role of IL-17A in Arthritis	0.22141548068748262	0.20316882758249286	0.17221685156117314	0.8941775668777511	0.49193979416429495
CD40 Signaling	0.36333646748309184	-0.0	0.21969091826824536	0.5424483868958402	0.8354417462146161
UVA-Induced MAPK Signaling	0.41461622797533343	0.164304427959602	0.2763831507987755	0.6838123422725654	0.40775077873881316
Caveolar-mediated Endocytosis Signaling	0.4554013262132796	0.4161509694349988	0.36844558300947106	0.4518610416278993	0.24566471059716688
Heme Degradation	0.5750772581081154	0.7300181137367092	0.1600346096965535	0.25379864062052204	0.2155375360201396
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	0.3997498205912241	0.3407679234458467	0.13779912253582105	0.6327043048106272	0.39867559785319595
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0.0	0.2277710641050943	0.21969091826824536	0.6773188986478671	0.7786258361299174
LPS-stimulated MAPK Signaling	0.18480330081816157	0.23478218847050297	0.11096896098490598	0.9569447197880558	0.39405792479685936
PKCθ Signaling in T Lymphocytes	0.21555888430472012	0.164304427959602	0.15928962409839356	0.5458149057212704	0.7940076809297847
Ephrin A Signaling	1.0461134616560293	0.23820953772587183	0.1600346096965535	0.30227209404107824	0.1200247646953867
Molecular Mechanisms of Cancer	0.23945260151387435	-0.0	0.16482528653752787	0.6568185847567398	0.7940076809297847
Glycine Biosynthesis I	0.36333646748309184	0.3791691876900062	0.21969091826824536	0.8907728860377989	0.0
Aldosterone Signaling in Epithelial Cells	0.6062407879850552	0.15283594004675322	0.23434794208913223	0.6240690267024163	0.23193053677704298
Cardiac Hypertrophy Signaling	0.3710091775661353	0.17644166596916533	0.2993179312823426	0.4756666036048222	0.5198227008703645
NRF2-mediated Oxidative Stress Response	0.5750772581081154	0.4589955598142912	-0.0	0.583097917290609	0.2155375360201396
TR/RXR Activation	0.21555888430472012	0.588150212403799	-0.0	0.9031229832016611	0.1246779566431511
Retinol Biosynthesis	0.4106410082077765	0.27264493555438146	0.23277458009954646	0.49039846829605527	0.39405792479685936
Calcium Signaling	0.5706813614823315	0.5622909930808623	0.17263155687303264	0.2623733229658221	0.23193053677704298
p70S6K Signaling	0.5750772581081154	0.23820953772587183	0.12141432310963383	0.6350478382035871	0.21381034351485367
Tryptophan Degradation X (Mammalian, via Tryptamine)	0.388242737412313	0.9245686812580395	0.15928962409839356	0.20712136907734816	0.0912698215839609
UVB-Induced MAPK Signaling	0.36333646748309184	0.13174269626078533	0.0596519711569135	0.9569447197880558	0.24566471059716688
IL-12 Signaling and Production in Macrophages	0.20189058977274554	0.16461626425302428	0.21969091826824536	0.9222227082098448	0.24566471059716688
Retinoate Biosynthesis I	0.5750772581081154	0.40517835204748553	0.16297713469006647	0.3835685062700492	0.22040589782891967
EGF Signaling	0.3327234941913269	0.2979432636334862	0.16297713469006647	0.7219129074803158	0.22040589782891967
Germ Cell-Sertoli Cell Junction Signaling	0.21512284377290836	0.12201360448208898	0.36844558300947106	0.4756666036048222	0.5492429382130063
G Protein Signaling Mediated by Tubby	0.6062407879850552	0.24199531074561031	0.18217488273684102	0.4195432415623304	0.24566471059716688
Heparan Sulfate Biosynthesis (Late Stages)	0.37294249769849813	0.13327336788878633	0.19423507418562722	0.4715939462612033	0.5206704558995469
Acute Phase Response Signaling	0.388242737412313	0.535156915315464	0.07494848359947674	0.4460354615817696	0.24566471059716688
Arginine Biosynthesis IV	0.20554948029034578	0.2277710641050943	0.2763831507987755	0.8259771387913226	0.15116913544104624
D-myo-inositol-5-phosphate Metabolism	0.21555888430472012	0.588150212403799	0.15928962409839356	0.4756666036048222	0.24566471059716688
Branched-chain α-keto acid Dehydrogenase Complex	0.0	0.2628070266895846	0.952036152378207	0.25379864062052204	0.2155375360201396
VDR/RXR Activation	-0.0	0.5159168562539274	0.2763831507987755	0.8907728860377989	-0.0
Salvage Pathways of Pyrimidine Deoxyribonucleotides	0.6062407879850552	0.473088094027459	0.21969091826824536	0.3835685062700492	0.0
TWEAK Signaling	0.19273680681854774	0.0	0.21969091826824536	0.4756666036048222	0.7940076809297847
Ethanol Degradation IV	0.2928040679048453	1.0189456773448062	0.23434794208913223	-0.0	0.10603388823100608
Neurotrophin/TRK Signaling	0.20189058977274554	1.0189456773448062	-0.0	0.42016906650833075	-0.0
CD27 Signaling in Lymphocytes	0.17559860236296895	-0.0	0.18217488273684102	0.754584816550187	0.5198227008703645
Urea Cycle	0.40973759984965313	0.588150212403799	0.0	0.4756666036048222	0.15116913544104624
Salvage Pathways of Pyrimidine Ribonucleotides	0.3710091775661353	1.2512632159573507	-0.0	-0.0	-0.0
Protein Kinase A Signaling	0.3814114589294456	0.2628070266895846	0.08696993323660407	0.6327043048106272	0.2155375360201396
Glycoaminoglycan-protein Linkage Region Biosynthesis	0.388242737412313	0.5159168562539274	0.11692529696726685	0.1622202273110716	0.39405792479685936
Phagosome Formation	0.36333646748309184	-0.0	0.13641539086397853	0.6766125385459587	0.39405792479685936
Neuregulin Signaling	0.5750772581081154	0.34507805837655076	0.15184420565763584	0.3076232439689136	0.18432705124018617
Phenylalanine Degradation IV (Mammalian, via Side Chain)	0.3997498205912241	0.588150212403799	0.1600346096965535	0.2141923166086831	0.20113451967040116
Role of JAK family kinases in IL-6-type Cytokine Signaling	0.1460299678877989	0.16461626425302428	0.3276689640545302	0.37493607259331146	0.5492429382130063
ATM Signaling	-0.0	-0.0	0.2763831507987755	0.39023476940336616	0.8938937834595984
Synaptic Long Term Potentiation	0.36333646748309184	0.7105986018579241	0.07042996272246234	0.2911688151884848	0.10744450715892513
Cholecystokinin/Gastrin-mediated Signaling	0.20189058977274554	0.16147906408598442	0.18217488273684102	0.6407458530411603	0.3399268701577347
The Visual Cycle	0.49058629054090924	0.22711291603521241	0.2763831507987755	0.2854794941759309	0.24566471059716688
Mitochondrial L-carnitine Shuttle Pathway	0.5750772581081154	0.0	0.21969091826824536	0.17588065657262736	0.5492429382130063
HMGB1 Signaling	-0.0	0.13822134128913485	0.21969091826824536	0.6373230213066763	0.5198227008703645
nNOS Signaling in Skeletal Muscle Cells	0.1447969725351192	0.4774304124509486	0.18217488273684102	0.15413685023849802	0.5492429382130063
Histamine Degradation	0.21512284377290836	0.8678966348907786	0.21969091826824536	0.17588065657262736	-0.0
IL-17A Signaling in Gastric Cells	0.2463244367507838	-0.0	0.15928962409839356	0.5231095984430236	0.5492429382130063
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.19375224804466967	-0.0	0.48701139916411257	0.5231095984430236	0.2704903953319209
Methylglyoxal Degradation I	0.2928040679048453	0.9346366004869388	0.0	0.0	0.24566471059716688
Retinoate Biosynthesis II	0.5750772581081154	0.2628070266895846	0.1600346096965535	0.25379864062052204	0.2155375360201396
Ethanol Degradation II	0.31775222919901064	0.5999964481989811	0.17263155687303264	0.13315195316535733	0.23193053677704298
Dopamine-DARPP32 Feedback in cAMP Signaling	0.36333646748309184	0.5394017762686856	0.08890060914005639	0.2669081302691246	0.15282973265048694
Death Receptor Signaling	0.20189058977274554	-0.0	0.36844558300947106	0.5458149057212704	0.2910616700946335
Growth Hormone Signaling	0.21512284377290836	0.13327336788878633	-0.0	0.8860104796507378	0.1246779566431511
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0.0	0.35771447114197996	0.2268168494236168	0.6327043048106272	0.13589226458123124
Melatonin Signaling	-0.0	0.2774581530823517	0.08890060914005639	0.46564719350859946	0.5198227008703645
PEDF Signaling	0.30870121456007377	0.588150212403799	-0.0	0.45300528988657035	-0.0
Retinoic acid Mediated Apoptosis Signaling	0.13358920324796258	0.588150212403799	0.2481248388302372	0.18090213476325076	0.18432705124018617
Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.2085540030909889	-0.0	0.13645183591176444	0.8259771387913226	0.16356988764178185
Fatty Acid α-oxidation	0.20189058977274554	0.6777230976064804	0.18217488273684102	0.1389986414068119	0.1246779566431511
ILK Signaling	0.23945260151387435	-0.0	0.1600346096965535	0.3761877019283455	0.5492429382130063
Melatonin Degradation II	0.5750772581081154	0.2628070266895846	0.0	0.25379864062052204	0.2155375360201396
PTEN Signaling	0.5330275838568117	0.19288857157545378	-0.0	0.18090213476325076	0.39405792479685936
RANK Signaling in Osteoclasts	0.2023000738690275	-0.0	0.13641539086397853	0.7109345902668073	0.23193053677704298
dTMP De Novo Biosynthesis	0.219128503776631	0.23644843636598203	0.2993179312823426	0.5231095984430236	0.0
Wnt/β-catenin Signaling	-0.0	0.588150212403799	0.13837217292162662	0.2690933977049229	0.2704903953319209
Inhibition of Angiogenesis by TSP1	0.20189058977274554	-0.0	0.1600346096965535	0.3744461165787876	0.5213792921665695
IL-22 Signaling	0.16090620588787552	-0.0	0.33205444083569846	0.2141923166086831	0.5492429382130063
DNA Double-Strand Break Repair by Non-Homologous End Joining	0.3997498205912241	0.0	0.37432461294452646	0.4460354615817696	-0.0
Amyotrophic Lateral Sclerosis Signaling	0.18480330081816157	1.0345613113057697	-0.0	-0.0	-0.0
Apelin Cardiac Fibroblast Signaling Pathway	0.0	-0.0	-0.0	0.8226889275702423	0.39405792479685936
Gap Junction Signaling	0.37294249769849813	0.15037116718544563	-0.0	0.6766125385459587	-0.0
Agrin Interactions at Neuromuscular Junction	0.541996296784447	0.23820953772587183	0.1209271080000095	-0.0	0.2974795491487981
L-DOPA Degradation	0.0	0.0	0.0	0.8907728860377989	0.2974795491487981
Osteoarthritis Pathway	0.20189058977274554	0.33139735223073735	-0.0	0.6407458530411603	-0.0
HER-2 Signaling in Breast Cancer	0.3710091775661353	0.588150212403799	-0.0	0.16313064866638582	-0.0
NF-κB Signaling	0.5750772581081154	0.15037116718544563	-0.0	0.24558580098732855	0.14884820525222478
Mechanisms of Viral Exit from Host Cells	0.1447969725351192	-0.0	0.13060497798782028	0.6838123422725654	0.15116913544104624
14-3-3-mediated Signaling	0.185436005137165	0.13638251795827486	-0.0	0.6567746290613283	0.11565173480841592
Ubiquinol-10 Biosynthesis (Eukaryotic)	-0.0	0.23820953772587183	0.3276689640545302	0.3719782597489019	0.15116913544104624
ERK/MAPK Signaling	-0.0	0.5406526148227938	0.07494848359947674	0.27766407545493627	0.18783930372361637
α-Adrenergic Signaling	0.22141548068748262	0.1166983566891703	-0.0	0.7404063695981824	-0.0
Glycine Cleavage Complex	0.0	0.588150212403799	0.13060497798782028	0.18714139888250808	0.15116913544104624
NAD Biosynthesis III	0.0	0.588150212403799	0.13060497798782028	0.18714139888250808	0.15116913544104624
Pyridoxal 5'-phosphate Salvage Pathway	-0.0	0.6723804709900911	0.06377080357897016	0.2143719455465156	0.10370924862464412
Phenylethylamine Degradation I	0.0	0.2628070266895846	0.1600346096965535	0.6131463704017134	0.0
Chondroitin and Dermatan Biosynthesis	0.20554948029034578	0.0	0.0	0.8259771387913226	0.0
Histidine Degradation III	0.0	0.0	0.21969091826824536	0.6766125385459587	0.12333624626600342
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	0.19273680681854774	0.164304427959602	-0.0	0.6567746290613283	-0.0
2-oxobutanoate Degradation I	0.219128503776631	0.23644843636598203	0.2993179312823426	0.21262695773871904	0.0
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	0.0	-0.0	0.08890060914005639	0.20712136907734816	0.6706625473736001
ErbB2-ErbB3 Signaling	0.5750772581081154	0.23478218847050297	-0.0	0.14672897581377736	-0.0
Actin Cytoskeleton Signaling	0.36333646748309184	-0.0	-0.0	0.583097917290609	-0.0
Circadian Rhythm Signaling	0.20189058977274554	0.588150212403799	-0.0	0.12371898505753189	-0.0
G-Protein Coupled Receptor Signaling	-0.0	0.5394017762686856	-0.0	0.25554933425490156	0.11565173480841592
Hereditary Breast Cancer Signaling	0.4987799850459582	-0.0	0.07494848359947674	0.2141923166086831	0.11565173480841592
Actin Nucleation by ARP-WASP Complex	0.1447969725351192	0.12988458545464374	0.08890060914005639	-0.0	0.5198227008703645
Proline Biosynthesis I	0.23945260151387435	0.0	0.0	0.6131463704017134	0.0
Ascorbate Recycling (Cytosolic)	0.5750772581081154	0.2628070266895846	0.0	0.0	0.0
Serine Biosynthesis	0.0	0.0	0.2993179312823426	0.5231095984430236	0.0
Renin-Angiotensin Signaling	-0.0	0.164304427959602	-0.0	0.6567746290613283	-0.0
Factors Promoting Cardiogenesis in Vertebrates	0.1314807625198186	-0.0	-0.0	0.6399470167367612	-0.0
γ-glutamyl Cycle	0.13795495584124967	0.15037116718544563	0.2993179312823426	0.07952001981913792	0.09025497729049732
UDP-N-acetyl-D-glucosamine Biosynthesis II	0.0	0.0	0.524393820088665	0.18714139888250808	0.0
2-ketoglutarate Dehydrogenase Complex	0.0	0.23644843636598203	0.2993179312823426	0.0	0.17056988960169406
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0.0	-0.0	0.2993179312823426	-0.0	0.4038325782917907
Calcium Transport I	0.5750772581081154	0.0	0.0	0.10297979181296225	0.0
B Cell Receptor Signaling	-0.0	-0.0	-0.0	0.6327043048106272	-0.0
IL-3 Signaling	-0.0	-0.0	-0.0	0.5891869991349185	-0.0
Endocannabinoid Cancer Inhibition Pathway	-0.0	0.588150212403799	-0.0	-0.0	-0.0
Molybdenum Cofactor Biosynthesis	0.0	0.0	0.33205444083569846	0.25379864062052204	0.0
Dolichyl-diphosphooligosaccharide Biosynthesis	0.5750772581081154	0.0	0.0	0.0	0.0
Valine Degradation I	0.0	0.08553362491288057	0.2993179312823426	0.1622202273110716	-0.0
Role of JAK1 and JAK3 in γc Cytokine Signaling	0.5330275838568117	-0.0	-0.0	-0.0	-0.0
Glutamate Degradation III (via 4-aminobutyrate)	0.0	0.0	0.2993179312823426	0.21262695773871904	0.0
