Row.names	log2FoldChange	padj	external_gene_name
ENSG00000198171	0.915127904511136	9.16594744736805e-19	DDRGK1
ENSG00000099958	1.36372563507491	3.87233029316402e-17	DERL3
ENSG00000062282	0.787243581781911	0.000592478719970372	DGAT2
ENSG00000116133	0.898827725622587	3.34434996069997e-31	DHCR24
ENSG00000104936	0.960429443560535	8.19979783592295e-12	DMPK
ENSG00000090520	0.647811994651001	6.48327069220575e-22	DNAJB11
ENSG00000163577	0.817308623462838	2.64054937183503e-05	EIF5A2
ENSG00000066322	0.582295999304431	1.82171001962853e-12	ELOVL1
ENSG00000161671	0.640734862228183	5.9061402044647e-08	EMC10
ENSG00000178567	1.32129165538787	2.4911289747898e-27	EPM2AIP1
ENSG00000158220	0.905615323756636	0.0092031204441535	ESYT3
ENSG00000134824	0.682011553448542	4.9227489582512e-09	FADS2
ENSG00000221968	0.708401971582962	3.31635907586449e-09	FADS3
ENSG00000214253	0.657021009595193	4.82616554044661e-09	FIS1
ENSG00000007933	1.57303094347198	0.0360466454777413	FMO3
ENSG00000115414	0.667477696796085	5.06764765083696e-05	FN1
ENSG00000170345	1.92048538160755	5.89810474308501e-13	FOS
ENSG00000070404	0.797196548540476	0.000110292340727148	FSTL3
ENSG00000001036	0.62156258016109	2.52407429086907e-17	FUCA2
ENSG00000177628	0.590255777987854	5.98054943049539e-14	GBA
ENSG00000070610	0.671809600676087	1.5959749617258e-08	GBA2
ENSG00000147437	2.38905249973031	0.042989574706135	GNRH1
ENSG00000164604	0.924538447553781	0.000459267855243605	GPR85
ENSG00000109758	3.16688268127065	0.0117192385310146	HGFAC
ENSG00000186792	0.73020157555452	0.0039326517911337	HYAL3
ENSG00000149428	0.796455733682428	3.37857489426618e-11	HYOU1
ENSG00000165949	1.65221862983924	0.00248637811613077	IFI27
ENSG00000119922	1.16575856401353	0.0143221315812256	IFIT2
ENSG00000132793	0.983851630686895	1.37776725838502e-09	LPIN3
ENSG00000183423	2.48824308385398	0.0369300411144429	LRIT3
ENSG00000041802	0.595219508992757	7.10674397636521e-13	LSG1
ENSG00000160285	0.587294079518842	1.08359928477099e-10	LSS
ENSG00000121653	0.602744380111442	0.000173232579027319	MAPK8IP1
ENSG00000168389	0.900849963812999	1.75877149997649e-08	MFSD2A
ENSG00000189409	1.39459512779357	0.0376248032997049	MMP23B
ENSG00000101928	0.753669144195404	3.63610183598367e-07	MOSPD1
ENSG00000106330	0.668283640158615	2.59593936391058e-07	MOSPD3
ENSG00000160796	0.624511427432272	2.2071673604287e-05	NBEAL2
ENSG00000187566	1.42614417173768	0.000128731899453869	NHLRC1
ENSG00000086991	1.55349084975342	0.00327426003357514	NOX4
ENSG00000174004	0.873510459990066	0.000412785601894989	NRROS
ENSG00000021762	0.663152115626016	0.000216901615353219	OSBPL5
ENSG00000169174	6.94839865653359	0.000132085968123169	PCSK9
ENSG00000185615	0.985748918908425	0.00217442654115144	PDIA2
ENSG00000181195	5.7852085202116	0.0199914413083955	PENK
ENSG00000148985	1.06892004120058	3.03597498427324e-23	PGAP2
ENSG00000161395	0.597815689138262	2.61331032454952e-05	PGAP3
ENSG00000006576	0.78591458995684	1.86541527121313e-11	PHTF2
ENSG00000275600	0.64605021898392	1.32101542855571e-08	PIGW
ENSG00000119227	0.982503823152183	0.000749730126318489	PIGZ
ENSG00000106397	0.596732969111824	1.81107639557515e-10	PLOD3
ENSG00000177666	0.89167813015313	2.2690093306558e-14	PNPLA2
ENSG00000130653	1.18823745574462	0.0150976402968263	PNPLA7
ENSG00000135241	0.704167885407396	1.1037157002979e-06	PNPLA8
ENSG00000130714	0.590201518606867	2.74640714247204e-07	POMT1
ENSG00000150687	0.607364291970144	1.00316390040773e-11	PRSS23
ENSG00000174915	0.713709526700302	8.46491747779653e-12	PTDSS2
ENSG00000155093	0.825738603127241	0.00720839917595013	PTPRN2
ENSG00000118508	0.583327569676568	5.22277608494834e-05	RAB32
ENSG00000108551	2.56136188102639	0.0276815998306353	RASD1
ENSG00000142552	1.05994314277244	0.00817331431763957	RCN3
ENSG00000135437	1.18896327986578	0.0385250855603695	RDH5
ENSG00000177105	0.683214156742551	8.20215604050237e-10	RHOG
ENSG00000116514	0.662741896067273	1.70909938046702e-10	RNF19B
ENSG00000170786	2.22932086695137	0.0106634715607085	SDR16C5
ENSG00000075826	0.950578985491682	1.93369794004987e-05	SEC31B
ENSG00000012171	0.676671831131491	0.0231970570005447	SEMA3B
ENSG00000118515	0.94322683497126	6.82587345536323e-06	SGK1
ENSG00000181045	0.652110712470682	1.42182698568811e-05	SLC26A11
ENSG00000225697	0.915953355798423	2.75725367172822e-11	SLC26A6
ENSG00000143554	0.909110260349922	0.000842177013874136	SLC27A3
ENSG00000167114	0.595575906632555	7.27774803877324e-08	SLC27A4
ENSG00000170385	1.00250197846867	2.15673493533362e-09	SLC30A1
ENSG00000157593	0.846724874339585	8.411895722155e-20	SLC35B2
ENSG00000134955	0.938579103906381	0.00607718904488952	SLC37A2
ENSG00000165915	0.768818521648665	4.6794981583616e-15	SLC39A13
ENSG00000005206	0.867971575935613	8.92925199922791e-08	SPPL2B
ENSG00000075142	0.663084321249429	2.10825253633235e-08	SRI
ENSG00000167323	0.597178465484954	6.92856349489073e-08	STIM1
ENSG00000162298	0.876039544579982	1.34063120441963e-09	SYVN1
ENSG00000125875	0.845778178170797	6.37159188307919e-20	TBC1D20
ENSG00000149809	0.629673412124367	1.47332940922756e-12	TM7SF2
ENSG00000134291	0.58719833092514	1.56857107272927e-05	TMEM106C
ENSG00000096092	0.712910299585617	0.000946338891661406	TMEM14A
ENSG00000089063	0.829976592877583	6.39831466217874e-15	TMEM230
ENSG00000182087	0.588561717279538	1.1037157002979e-06	TMEM259
ENSG00000180089	1.01877147067947	0.000631525245147091	TMEM86B
ENSG00000174599	1.17245554409772	1.10664506300608e-09	TRAM1L1
ENSG00000065308	0.679808734441659	7.98438632589405e-10	TRAM2
ENSG00000173626	1.07890809477027	0.0270647041555034	TRAPPC3L
ENSG00000213689	2.61053647025875	0.0481300167976905	TREX1
ENSG00000158457	0.693277233221943	2.3346773915503e-10	TSPAN33
ENSG00000117862	0.750611724337863	6.21673552481129e-11	TXNDC12
ENSG00000177169	0.860215109736127	8.81984283084808e-09	ULK1
ENSG00000163874	1.60715882604252	5.72373591292137e-13	ZC3H12A
ENSG00000188818	0.957090390622068	0.000183376641191448	ZDHHC11
ENSG00000175048	0.629808935058526	1.31751460182883e-05	ZDHHC14
ENSG00000175893	0.598775080762655	4.03590459907142e-07	ZDHHC21
